# Race: Unknown
# Tenant: kullamannen
# Year: 2025
# Race URI: 10675.kullamannenbyutmbultra100miles.2025
# Total Finishers: 650
# Scraped: 2025-12-04T15:51:57.294562
rank_scratch,name,race_time,race_time_seconds,country,country_code,age_group,sex,utmb_index,utmb_score,runner_uri,utmb_profile_url
92.0,David THYLEN,25:05:04,90304.0,Sweden,SE,40-44,H,,,696500.david.thylen,https://utmb.world/runner/696500.david.thylen
92.0,David SVENSSON,25:05:04,90304.0,Sweden,SE,20-34,H,,,4648853.david.svensson,https://utmb.world/runner/4648853.david.svensson
94.0,Markus FORSSTRÖM,25:09:28,90568.0,Finland,FI,40-44,H,,,532672.markus.forsstrom,https://utmb.world/runner/532672.markus.forsstrom
95.0,Nicolai Gravers NIELSEN,25:11:36,90696.0,Denmark,DK,55-59,H,,,4742282.nicolaigravers.nielsen,https://utmb.world/runner/4742282.nicolaigravers.nielsen
96.0,Mats VIDINGER,25:13:24,90804.0,Sweden,SE,50-54,H,,,6770811.mats.vidinger,https://utmb.world/runner/6770811.mats.vidinger
97.0,David PILERUD,25:15:36,90936.0,Sweden,SE,50-54,H,,,2576611.david.pilerud,https://utmb.world/runner/2576611.david.pilerud
98.0,Sebastian SVANEBORN,25:15:56,90956.0,Sweden,SE,35-39,H,,,4954029.sebastian.svaneborn,https://utmb.world/runner/4954029.sebastian.svaneborn
99.0,Fredrik UDDGREN,25:18:44,91124.0,Sweden,SE,50-54,H,,,551612.fredrik.uddgren,https://utmb.world/runner/551612.fredrik.uddgren
100.0,Philip PEDERSEN,25:23:28,91408.0,Denmark,DK,40-44,H,,,495817.philip.pedersen,https://utmb.world/runner/495817.philip.pedersen
101.0,Leon LYNNERUP,25:28:44,91724.0,Denmark,DK,20-34,H,,,6770631.leon.lynnerup,https://utmb.world/runner/6770631.leon.lynnerup
102.0,Niklas KALLIN,25:29:27,91767.0,Sweden,SE,20-34,H,,,4301486.niklas.kallin,https://utmb.world/runner/4301486.niklas.kallin
103.0,Anders HANSSON,25:32:01,91921.0,Sweden,SE,50-54,H,,,2987095.anders.hansson,https://utmb.world/runner/2987095.anders.hansson
104.0,Joakim RO-POULSEN,25:33:56,92036.0,Denmark,DK,35-39,H,,,4823342.joakim.ropoulsen,https://utmb.world/runner/4823342.joakim.ropoulsen
105.0,Jonas ENGER,25:34:54,92094.0,Sweden,SE,55-59,H,,,2272121.jonas.enger,https://utmb.world/runner/2272121.jonas.enger
106.0,Jonathan WEIDOW,25:34:55,92095.0,Sweden,SE,45-49,H,,,3377489.jonathan.weidow,https://utmb.world/runner/3377489.jonathan.weidow
107.0,Jesper CIVILIS,25:35:04,92104.0,Sweden,SE,35-39,H,,,5224281.jesper.civilis,https://utmb.world/runner/5224281.jesper.civilis
108.0,Dennis LANDING,25:41:50,92510.0,Norway,NO,35-39,H,,,4151382.dennis.landing,https://utmb.world/runner/4151382.dennis.landing
109.0,John FORS,25:45:50,92750.0,Sweden,SE,35-39,H,,,4823084.john.fors,https://utmb.world/runner/4823084.john.fors
110.0,Adam BIRATH,25:57:07,93427.0,Sweden,SE,20-34,H,,,5479492.adam.birath,https://utmb.world/runner/5479492.adam.birath
111.0,Jouni KEMPPAINEN,26:02:52,93772.0,Finland,FI,45-49,H,,,3189911.jouni.kemppainen,https://utmb.world/runner/3189911.jouni.kemppainen
112.0,Matias HILSKA,26:02:53,93773.0,Finland,FI,20-34,H,,,6350584.matias.hilska,https://utmb.world/runner/6350584.matias.hilska
113.0,Outi SEPPÄ,26:08:23,94103.0,Finland,FI,45-49,F,,,4580680.outi.seppa,https://utmb.world/runner/4580680.outi.seppa
114.0,Martin RACZ GRANATH,26:09:48,94188.0,Sweden,SE,40-44,H,,,4379224.martin.raczgranath,https://utmb.world/runner/4379224.martin.raczgranath
115.0,Robert JOHANSSON,26:13:56,94436.0,Sweden,SE,45-49,H,,,3394617.robert.johansson,https://utmb.world/runner/3394617.robert.johansson
116.0,Santeri HILJANDER,26:18:26,94706.0,Finland,FI,20-34,H,,,4583154.santeri.hiljander,https://utmb.world/runner/4583154.santeri.hiljander
117.0,Kai NIIRANEN,26:18:27,94707.0,Finland,FI,50-54,H,,,4581104.kai.niiranen,https://utmb.world/runner/4581104.kai.niiranen
118.0,Sebastian MAURITSSON,26:19:35,94775.0,Sweden,SE,40-44,H,,,6770615.sebastian.mauritsson,https://utmb.world/runner/6770615.sebastian.mauritsson
119.0,Morten FUNDINGSRUD,26:21:38,94898.0,Norway,NO,50-54,H,,,1454253.morten.fundingsrud,https://utmb.world/runner/1454253.morten.fundingsrud
120.0,Andreas ANDERSSON,26:22:28,94948.0,Sweden,SE,50-54,H,,,6460488.andreas.andersson,https://utmb.world/runner/6460488.andreas.andersson
121.0,Björn BARUP,26:28:10,95290.0,Sweden,SE,40-44,H,,,5063411.bjorn.barup,https://utmb.world/runner/5063411.bjorn.barup
122.0,Zdeněk KŘIVÁNEK,26:29:57,95397.0,Czech Republic,CZ,40-44,H,,,4297968.zdenek.krivanek,https://utmb.world/runner/4297968.zdenek.krivanek
123.0,Tobias FAHLEN,26:31:17,95477.0,Sweden,SE,35-39,H,,,5175581.tobias.fahlen,https://utmb.world/runner/5175581.tobias.fahlen
124.0,Luke CLARK,26:32:19,95539.0,New Zealand,NZ,45-49,H,,,5883287.luke.clark,https://utmb.world/runner/5883287.luke.clark
125.0,Tony HALVARSSON,26:38:02,95882.0,Sweden,SE,45-49,H,,,4301460.tony.halvarsson,https://utmb.world/runner/4301460.tony.halvarsson
126.0,MICHAEL TONDER HOLM,26:39:26,95966.0,Denmark,DK,45-49,H,,,4373706.michael.tonderholm,https://utmb.world/runner/4373706.michael.tonderholm
127.0,Thomas STAUN,26:39:34,95974.0,Denmark,DK,50-54,H,,,527337.thomas.staun,https://utmb.world/runner/527337.thomas.staun
128.0,Henrik TOUDAL OFFERSEN,26:40:01,96001.0,Denmark,DK,35-39,H,,,2204383.henrik.toudaloffersen,https://utmb.world/runner/2204383.henrik.toudaloffersen
129.0,Nicky BASS MOLHOLM,26:41:18,96078.0,Denmark,DK,45-49,H,,,4879951.nicky.bassmolholm,https://utmb.world/runner/4879951.nicky.bassmolholm
130.0,Christian SAMUELSSON,26:41:34,96094.0,Sweden,SE,45-49,H,,,5973741.christian.samuelsson,https://utmb.world/runner/5973741.christian.samuelsson
131.0,Johan EDENTEG,26:45:47,96347.0,Sweden,SE,45-49,H,,,508307.johan.edenteg,https://utmb.world/runner/508307.johan.edenteg
132.0,Daniel HÅKANSSON,26:46:29,96389.0,Sweden,SE,45-49,H,,,2986963.daniel.hakansson,https://utmb.world/runner/2986963.daniel.hakansson
133.0,Christine BJÖRK,26:46:31,96391.0,Sweden,SE,50-54,F,,,4681648.christine.bjork,https://utmb.world/runner/4681648.christine.bjork
134.0,Martin NILSSON,26:49:39,96579.0,Sweden,SE,45-49,H,,,3585607.martin.nilsson,https://utmb.world/runner/3585607.martin.nilsson
135.0,Mattias TOIVANEN,26:53:08,96788.0,Sweden,SE,35-39,H,,,6770627.mattias.toivanen,https://utmb.world/runner/6770627.mattias.toivanen
136.0,Jenny STENGÅRD,26:58:32,97112.0,Sweden,SE,45-49,F,,,2222009.jenny.stengard,https://utmb.world/runner/2222009.jenny.stengard
136.0,Filip JOELSSON,26:58:32,97112.0,Sweden,SE,50-54,H,,,4681718.filip.joelsson,https://utmb.world/runner/4681718.filip.joelsson
138.0,Filip GAVEFALK,26:58:38,97118.0,Sweden,SE,20-34,H,,,4727502.filip.gavefalk,https://utmb.world/runner/4727502.filip.gavefalk
139.0,Mika PÄIVINEN,27:05:06,97506.0,Finland,FI,40-44,H,,,2617853.mika.paivinen,https://utmb.world/runner/2617853.mika.paivinen
140.0,Ida EK,27:06:16,97576.0,Sweden,SE,35-39,F,,,4682134.ida.ek,https://utmb.world/runner/4682134.ida.ek
141.0,Jens EINARSSON,27:06:55,97615.0,Sweden,SE,45-49,H,,,3377793.jens.einarsson,https://utmb.world/runner/3377793.jens.einarsson
142.0,Marcel MAGERMANS,27:09:03,97743.0,Netherlands,NL,60-64,H,,,1505741.marcel.magermans,https://utmb.world/runner/1505741.marcel.magermans
143.0,Jeanette MIKKELSEN,27:10:08,97808.0,Denmark,DK,50-54,F,,,1008249.jeanette.mikkelsen,https://utmb.world/runner/1008249.jeanette.mikkelsen
144.0,Anu OSSBERG,27:10:24,97824.0,Finland,FI,50-54,F,,,722614.anu.ossberg,https://utmb.world/runner/722614.anu.ossberg
145.0,Gustav LARSEN,27:15:52,98152.0,Sweden,SE,35-39,H,,,6104540.gustav.larsen,https://utmb.world/runner/6104540.gustav.larsen
146.0,Mattias GUNGNER,27:15:56,98156.0,Sweden,SE,40-44,H,,,5510286.mattias.gungner,https://utmb.world/runner/5510286.mattias.gungner
147.0,Ole LARSEN,27:16:20,98180.0,Denmark,DK,60-64,H,,,4215488.ole.larsen,https://utmb.world/runner/4215488.ole.larsen
147.0,Mikkel Tønder HAUSKOV,27:16:20,98180.0,Denmark,DK,20-34,H,,,6770777.mikkeltonder.hauskov,https://utmb.world/runner/6770777.mikkeltonder.hauskov
149.0,Tommy FURLAND,27:18:27,98307.0,Sweden,SE,45-49,H,,,4812792.tommy.furland,https://utmb.world/runner/4812792.tommy.furland
150.0,Andrzej BEDNARSKI,27:18:31,98311.0,France,FR,50-54,H,,,6152454.andrzej.bednarski,https://utmb.world/runner/6152454.andrzej.bednarski
151.0,Mandus ANDERSSON,27:19:54,98394.0,Sweden,SE,20-34,H,,,4823498.mandus.andersson,https://utmb.world/runner/4823498.mandus.andersson
151.0,Stefan VEDENBRANT,27:19:54,98394.0,Sweden,SE,35-39,H,,,4301461.stefan.vedenbrant,https://utmb.world/runner/4301461.stefan.vedenbrant
151.0,Andreas FABIAN,27:19:54,98394.0,Sweden,SE,40-44,H,,,5880467.andreas.fabian,https://utmb.world/runner/5880467.andreas.fabian
154.0,Igor ČUHEL (Igor CUHEL),27:22:11,98531.0,Czech Republic,CZ,35-39,H,,,2114993.igor.cuhel,https://utmb.world/runner/2114993.igor.cuhel
155.0,Matthieu BERTHION,27:22:49,98569.0,France,FR,45-49,H,,,163516.matthieu.berthion,https://utmb.world/runner/163516.matthieu.berthion
156.0,Patrik BJERNINGE,27:24:31,98671.0,Sweden,SE,40-44,H,,,5292131.patrik.bjerninge,https://utmb.world/runner/5292131.patrik.bjerninge
157.0,Hedvig ORVENHOLT,27:34:50,99290.0,Sweden,SE,20-34,F,,,6770683.hedvig.orvenholt,https://utmb.world/runner/6770683.hedvig.orvenholt
158.0,Markus AHRMAN,27:34:51,99291.0,Sweden,SE,45-49,H,,,6770779.markus.ahrman,https://utmb.world/runner/6770779.markus.ahrman
159.0,Henrik SVANHOLT,27:49:37,100177.0,Denmark,DK,50-54,H,,,5750505.henrik.svanholt,https://utmb.world/runner/5750505.henrik.svanholt
160.0,Niklas KARLSSON,27:49:38,100178.0,Sweden,SE,50-54,H,,,508239.niklas.karlsson,https://utmb.world/runner/508239.niklas.karlsson
161.0,Elise Sangolt HEDALV,27:58:01,100681.0,Norway,NO,45-49,F,,,532553.elisesangolt.hedalv,https://utmb.world/runner/532553.elisesangolt.hedalv
162.0,Jill WAKE,28:02:14,100934.0,Sweden,SE,40-44,F,,,5504625.jill.wake,https://utmb.world/runner/5504625.jill.wake
163.0,Patrik RUNG,28:02:15,100935.0,Sweden,SE,45-49,H,,,492295.patrik.rung,https://utmb.world/runner/492295.patrik.rung
164.0,Jonas ANDERSSON,28:08:26,101306.0,Sweden,SE,40-44,H,,,1619831.jonas.andersson,https://utmb.world/runner/1619831.jonas.andersson
165.0,Jens ERIKSSON,28:12:33,101553.0,Sweden,SE,55-59,H,,,4193361.jens.eriksson,https://utmb.world/runner/4193361.jens.eriksson
166.0,Camilla ALMSTEDT MALMGREN,28:12:34,101554.0,Sweden,SE,40-44,F,,,4301449.camilla.almstedtmalmgren,https://utmb.world/runner/4301449.camilla.almstedtmalmgren
167.0,Kalle GORANSSON,28:12:35,101555.0,Sweden,SE,20-34,H,,,6770757.kalle.goransson,https://utmb.world/runner/6770757.kalle.goransson
168.0,Kristian WOLLERSJÖ,28:12:46,101566.0,Sweden,SE,55-59,H,,,2576479.kristian.wollersjo,https://utmb.world/runner/2576479.kristian.wollersjo
169.0,Mikkel THILO,28:24:16,102256.0,Denmark,DK,35-39,H,,,5574560.mikkel.thilo,https://utmb.world/runner/5574560.mikkel.thilo
170.0,Baptiste MENEAU,28:24:25,102265.0,France,FR,20-34,H,,,6621206.baptiste.meneau,https://utmb.world/runner/6621206.baptiste.meneau
171.0,Salla LAIHO,28:26:51,102411.0,Finland,FI,40-44,F,,,2092355.salla.laiho,https://utmb.world/runner/2092355.salla.laiho
172.0,Nicolas RISTOJA,28:26:52,102412.0,Finland,FI,35-39,H,,,4715798.nicolas.ristoja,https://utmb.world/runner/4715798.nicolas.ristoja
173.0,Mads EBBENSGAARD,28:31:47,102707.0,Denmark,DK,35-39,H,,,5743849.mads.ebbensgaard,https://utmb.world/runner/5743849.mads.ebbensgaard
174.0,Dan NYKVIST,28:32:20,102740.0,Sweden,SE,50-54,H,,,4484372.dan.nykvist,https://utmb.world/runner/4484372.dan.nykvist
175.0,Anton PÅLSSON,28:36:43,103003.0,Sweden,SE,40-44,H,,,4253285.anton.palsson,https://utmb.world/runner/4253285.anton.palsson
176.0,Adrian GROSICKI,28:38:10,103090.0,Poland,PL,35-39,H,,,4365668.adrian.grosicki,https://utmb.world/runner/4365668.adrian.grosicki
177.0,Sandra MARINILLI,28:38:33,103113.0,Sweden,SE,50-54,F,,,5439890.sandra.marinilli,https://utmb.world/runner/5439890.sandra.marinilli
178.0,Anu KÄHKÖNEN,28:43:21,103401.0,Finland,FI,40-44,F,,,4898084.anu.kahkonen,https://utmb.world/runner/4898084.anu.kahkonen
179.0,Rasmus LARSEN,28:44:17,103457.0,Denmark,DK,35-39,H,,,4823426.rasmus.larsen,https://utmb.world/runner/4823426.rasmus.larsen
180.0,Carl-Johan DÖMSTEDT,28:48:51,103731.0,Sweden,SE,45-49,H,,,4681798.carljohan.domstedt,https://utmb.world/runner/4681798.carljohan.domstedt
181.0,Henrik RYE,28:49:19,103759.0,Sweden,SE,50-54,H,,,4527930.henrik.rye,https://utmb.world/runner/4527930.henrik.rye
182.0,Anton EK,28:49:20,103760.0,Sweden,SE,35-39,H,,,4823436.anton.ek,https://utmb.world/runner/4823436.anton.ek
182.0,Sean KELLY,28:49:20,103760.0,United Kingdom,GB,45-49,H,,,4168445.sean.kelly,https://utmb.world/runner/4168445.sean.kelly
184.0,Nicklas LARSSON,28:49:25,103765.0,Sweden,SE,55-59,H,,,4383934.nicklas.larsson,https://utmb.world/runner/4383934.nicklas.larsson
185.0,Martin BURTON,28:50:14,103814.0,United Kingdom,GB,50-54,H,,,569300.martin.burton,https://utmb.world/runner/569300.martin.burton
186.0,Ludvig DICKMAN,28:55:59,104159.0,Sweden,SE,35-39,H,,,4536729.ludvig.dickman,https://utmb.world/runner/4536729.ludvig.dickman
187.0,Marko KYLMÄLÄ,28:57:24,104244.0,Finland,FI,40-44,H,,,320654.marko.kylmala,https://utmb.world/runner/320654.marko.kylmala
188.0,Christofer WAHLMAN,29:01:55,104515.0,Sweden,SE,45-49,H,,,3461359.christofer.wahlman,https://utmb.world/runner/3461359.christofer.wahlman
188.0,Julius ANDERBERG,29:01:55,104515.0,Sweden,SE,20-34,H,,,6460966.julius.anderberg,https://utmb.world/runner/6460966.julius.anderberg
190.0,Jens MOGENSEN,29:02:24,104544.0,Denmark,DK,60-64,H,,,6770845.jens.mogensen,https://utmb.world/runner/6770845.jens.mogensen
191.0,Peter FISKER,29:02:57,104577.0,Denmark,DK,45-49,H,,,1031139.peter.fisker,https://utmb.world/runner/1031139.peter.fisker
192.0,Sittichai PANROD,29:03:28,104608.0,Thailand,TH,35-39,H,,,6700598.sittichai.panrod,https://utmb.world/runner/6700598.sittichai.panrod
193.0,Victor NILSSON,29:03:45,104625.0,Sweden,SE,50-54,H,,,4301516.victor.nilsson,https://utmb.world/runner/4301516.victor.nilsson
194.0,Maria NORDFJELL,29:05:18,104718.0,Sweden,SE,55-59,F,,,494861.maria.nordfjell,https://utmb.world/runner/494861.maria.nordfjell
195.0,Susann ERIKSSON,29:05:28,104728.0,Sweden,SE,40-44,F,,,5320262.susann.eriksson,https://utmb.world/runner/5320262.susann.eriksson
196.0,Tay TRAN,29:06:23,104783.0,Sweden,SE,40-44,H,,,5327498.tay.tran,https://utmb.world/runner/5327498.tay.tran
197.0,Alexander OLOFSSON,29:10:51,105051.0,Sweden,SE,40-44,H,,,5742217.alexander.olofsson,https://utmb.world/runner/5742217.alexander.olofsson
198.0,Simon TREPP,29:11:15,105075.0,Sweden,SE,40-44,H,,,6770847.simon.trepp,https://utmb.world/runner/6770847.simon.trepp
199.0,Lewis WATMOUGH,29:15:20,105320.0,United Kingdom,GB,20-34,H,,,5175579.lewis.watmough,https://utmb.world/runner/5175579.lewis.watmough
200.0,Marek POLACH,29:17:59,105479.0,Czech Republic,CZ,20-34,H,,,4713206.marek.polach,https://utmb.world/runner/4713206.marek.polach
201.0,Jessica STÅHL-NORRIS,29:19:35,105575.0,Sweden,SE,45-49,F,,,2439905.jessica.stahlnorris,https://utmb.world/runner/2439905.jessica.stahlnorris
202.0,Daniel BJÖRNSON,29:19:57,105597.0,Sweden,SE,45-49,H,,,4301518.daniel.bjornson,https://utmb.world/runner/4301518.daniel.bjornson
203.0,Carsten JACOBSEN,29:21:23,105683.0,Denmark,DK,55-59,H,,,321182.carsten.jacobsen,https://utmb.world/runner/321182.carsten.jacobsen
204.0,Ia ERLANDSSON,29:21:26,105686.0,Sweden,SE,20-34,F,,,5517865.ia.erlandsson,https://utmb.world/runner/5517865.ia.erlandsson
205.0,Mikkel KRÖYER,29:21:56,105716.0,Sweden,SE,50-54,H,,,4823280.mikkel.kroyer,https://utmb.world/runner/4823280.mikkel.kroyer
206.0,Urban ÅSTRÖM (Urban ASTROM),29:21:57,105717.0,Sweden,SE,45-49,H,,,527953.urban.astrom,https://utmb.world/runner/527953.urban.astrom
207.0,Edwin VAN ASSELDONK,29:24:10,105850.0,Netherlands,NL,45-49,H,,,3230693.edwin.vanasseldonk,https://utmb.world/runner/3230693.edwin.vanasseldonk
208.0,Mikael SINIJÄRV,29:24:13,105853.0,Sweden,SE,35-39,H,,,6460620.mikael.sinijarv,https://utmb.world/runner/6460620.mikael.sinijarv
209.0,Helmi HALLAPAA,29:25:35,105935.0,Finland,FI,20-34,F,,,1081163.helmi.hallapaa,https://utmb.world/runner/1081163.helmi.hallapaa
210.0,Johan HOLMSTRAND,29:25:58,105958.0,Sweden,SE,40-44,H,,,6152568.johan.holmstrand,https://utmb.world/runner/6152568.johan.holmstrand
211.0,Juha KAMPPINEN,29:26:18,105978.0,Sweden,SE,55-59,H,,,723754.juha.kamppinen,https://utmb.world/runner/723754.juha.kamppinen
212.0,Jonas SVENSSON,29:28:39,106119.0,Sweden,SE,50-54,H,,,4416376.jonas.svensson,https://utmb.world/runner/4416376.jonas.svensson
213.0,Simon CARL,29:48:36,107316.0,Belgium,BE,55-59,H,,,1395015.simon.carl,https://utmb.world/runner/1395015.simon.carl
214.0,Anton ANGELING,29:51:05,107465.0,Sweden,SE,35-39,H,,,4691518.anton.angeling,https://utmb.world/runner/4691518.anton.angeling
215.0,Steen ANDERSEN,29:55:14,107714.0,Sweden,SE,50-54,H,,,4379194.steen.andersen,https://utmb.world/runner/4379194.steen.andersen
216.0,Gustav AGLERT,29:58:11,107891.0,Sweden,SE,20-34,H,,,6474750.gustav.aglert,https://utmb.world/runner/6474750.gustav.aglert
217.0,Mewen RENONCOURT,29:59:00,107940.0,France,FR,U20,H,,,6770761.mewen.renoncourt,https://utmb.world/runner/6770761.mewen.renoncourt
218.0,Johan LELIE,30:01:33,108093.0,Belgium,BE,55-59,H,,,5066285.johan.lelie,https://utmb.world/runner/5066285.johan.lelie
219.0,Niclas KLING,30:02:31,108151.0,Sweden,SE,50-54,H,,,4200830.niclas.kling,https://utmb.world/runner/4200830.niclas.kling
220.0,Olle TOUR SOHLIN,30:04:16,108256.0,Sweden,SE,40-44,H,,,4416450.olle.toursohlin,https://utmb.world/runner/4416450.olle.toursohlin
221.0,Mattias JOHANSSON,30:05:24,108324.0,Sweden,SE,40-44,H,,,811479.mattias.johansson,https://utmb.world/runner/811479.mattias.johansson
222.0,Fredrik SETTERBERG,30:06:34,108394.0,Sweden,SE,40-44,H,,,5365604.fredrik.setterberg,https://utmb.world/runner/5365604.fredrik.setterberg
223.0,Kim Jessing PEDERSEN,30:07:42,108462.0,Denmark,DK,50-54,H,,,2367827.kimjessing.pedersen,https://utmb.world/runner/2367827.kimjessing.pedersen
224.0,Ewa WISNIEWSKA,30:11:28,108688.0,Sweden,SE,50-54,F,,,1629105.ewa.wisniewska,https://utmb.world/runner/1629105.ewa.wisniewska
225.0,Jonniaux GERY,30:11:31,108691.0,Belgium,BE,35-39,H,,,5256635.jonniaux.gery,https://utmb.world/runner/5256635.jonniaux.gery
226.0,Philip NYHLEN,30:18:15,109095.0,Sweden,SE,40-44,H,,,5742263.philip.nyhlen,https://utmb.world/runner/5742263.philip.nyhlen
227.0,Robert Svensson,30:18:22,109102.0,Sweden,SE,40-44,H,,,7809821.robert.svensson,https://utmb.world/runner/7809821.robert.svensson
228.0,Martin WASIELEWSKI,30:23:13,109393.0,Germany,DE,40-44,H,,,4661900.martin.wasielewski,https://utmb.world/runner/4661900.martin.wasielewski
229.0,Markus DUNST,30:23:39,109419.0,Germany,DE,35-39,H,,,4277419.markus.dunst,https://utmb.world/runner/4277419.markus.dunst
230.0,Rokas AUGUNAS,30:23:51,109431.0,Lithuania,LT,20-34,H,,,5064997.rokas.augunas,https://utmb.world/runner/5064997.rokas.augunas
231.0,Andy COOKSEY,30:28:14,109694.0,United Kingdom,GB,60-64,H,,,577809.andy.cooksey,https://utmb.world/runner/577809.andy.cooksey
232.0,Mats ROSENBERG,30:28:58,109738.0,Sweden,SE,55-59,H,,,2168443.mats.rosenberg,https://utmb.world/runner/2168443.mats.rosenberg
233.0,Daniel HUSSFELT,30:29:18,109758.0,Sweden,SE,45-49,H,,,4681470.daniel.hussfelt,https://utmb.world/runner/4681470.daniel.hussfelt
234.0,Kristina GUSTAVSSON,30:29:41,109781.0,Sweden,SE,55-59,F,,,4681852.kristina.gustavsson,https://utmb.world/runner/4681852.kristina.gustavsson
235.0,Magnus ELMQUIST,30:29:46,109786.0,Sweden,SE,45-49,H,,,4715866.magnus.elmquist,https://utmb.world/runner/4715866.magnus.elmquist
236.0,Jesper FLINK,30:36:19,110179.0,Sweden,SE,55-59,H,,,665770.jesper.flink,https://utmb.world/runner/665770.jesper.flink
237.0,Johan Loco NORDENBERG,30:39:26,110366.0,Sweden,SE,45-49,H,,,2986855.johanloco.nordenberg,https://utmb.world/runner/2986855.johanloco.nordenberg
238.0,Johan EHRIN,30:39:57,110397.0,Sweden,SE,40-44,H,,,1634775.johan.ehrin,https://utmb.world/runner/1634775.johan.ehrin
239.0,Pekka KOTILA,30:43:54,110634.0,Finland,FI,45-49,H,,,3123225.pekka.kotila,https://utmb.world/runner/3123225.pekka.kotila
240.0,Saku PUUMALA,30:44:09,110649.0,Finland,FI,40-44,H,,,1305961.saku.puumala,https://utmb.world/runner/1305961.saku.puumala
241.0,Harri VUOLLE,30:46:26,110786.0,Finland,FI,45-49,H,,,1080531.harri.vuolle,https://utmb.world/runner/1080531.harri.vuolle
242.0,Thor TVEITAN,30:50:06,111006.0,Norway,NO,55-59,H,,,6318006.thor.tveitan,https://utmb.world/runner/6318006.thor.tveitan
243.0,Morgan SJODAL,30:50:34,111034.0,Sweden,SE,50-54,H,,,5058173.morgan.sjodal,https://utmb.world/runner/5058173.morgan.sjodal
244.0,Johan NILSSON,30:50:46,111046.0,Sweden,SE,45-49,H,,,1619891.johan.nilsson,https://utmb.world/runner/1619891.johan.nilsson
245.0,Jesper ELFVING,30:50:58,111058.0,Denmark,DK,60-64,H,,,2054813.jesper.elfving,https://utmb.world/runner/2054813.jesper.elfving
246.0,Jonas BIRGERSSON,30:54:34,111274.0,Sweden,SE,45-49,H,,,116220.jonas.birgersson,https://utmb.world/runner/116220.jonas.birgersson
247.0,Odd EDØY,30:54:51,111291.0,Norway,NO,65-69,H,,,532484.odd.edoy,https://utmb.world/runner/532484.odd.edoy
248.0,Benjamin MURPHY,30:57:58,111478.0,United States of America,US,20-34,H,,,6489063.benjamin.murphy,https://utmb.world/runner/6489063.benjamin.murphy
249.0,Isak FREDIN,30:59:34,111574.0,Sweden,SE,20-34,H,,,5742265.isak.fredin,https://utmb.world/runner/5742265.isak.fredin
250.0,Mikael LINDSTRAND,31:00:28,111628.0,Sweden,SE,55-59,H,,,665734.mikael.lindstrand,https://utmb.world/runner/665734.mikael.lindstrand
251.0,Tiina MAKELA,31:01:16,111676.0,Finland,FI,40-44,F,,,438881.tiina.makela,https://utmb.world/runner/438881.tiina.makela
251.0,Mikko MÄKI,31:01:16,111676.0,Finland,FI,50-54,H,,,4180178.mikko.maki,https://utmb.world/runner/4180178.mikko.maki
253.0,Andreas FEYMARK,31:02:15,111735.0,Sweden,SE,40-44,H,,,6770763.andreas.feymark,https://utmb.world/runner/6770763.andreas.feymark
254.0,James THACKERAY,31:04:54,111894.0,United Kingdom,GB,50-54,H,,,566308.james.thackeray,https://utmb.world/runner/566308.james.thackeray
255.0,Mikael BRAMSTEDT,31:06:16,111976.0,Sweden,SE,50-54,H,,,5742095.mikael.bramstedt,https://utmb.world/runner/5742095.mikael.bramstedt
256.0,Joel TOVSTEDT,31:06:28,111988.0,Sweden,SE,35-39,H,,,5479254.joel.tovstedt,https://utmb.world/runner/5479254.joel.tovstedt
257.0,Lukasz BOBER,31:07:36,112056.0,Sweden,SE,45-49,H,,,4200836.lukasz.bober,https://utmb.world/runner/4200836.lukasz.bober
258.0,Petri LASSHEIKKI,31:07:41,112061.0,Finland,FI,50-54,H,,,201202.petri.lassheikki,https://utmb.world/runner/201202.petri.lassheikki
259.0,Petri NUKARINEN,31:07:45,112065.0,Finland,FI,45-49,H,,,1447087.petri.nukarinen,https://utmb.world/runner/1447087.petri.nukarinen
260.0,Peter ROISSETTER,31:10:29,112229.0,United Kingdom,GB,55-59,H,,,5465210.peter.roissetter,https://utmb.world/runner/5465210.peter.roissetter
261.0,Andreas WALLIN,31:11:55,112315.0,Sweden,SE,35-39,H,,,6446362.andreas.wallin,https://utmb.world/runner/6446362.andreas.wallin
262.0,Alexis ROLLAND JACOUB,31:12:11,112331.0,France,FR,45-49,H,,,731.alexis.rollandjacoub,https://utmb.world/runner/731.alexis.rollandjacoub
263.0,Ilker BURGAÇ,31:13:01,112381.0,Türkiye,TR,50-54,H,,,1819471.ilker.burgac,https://utmb.world/runner/1819471.ilker.burgac
264.0,Jonas LUDVIGSSON,31:13:58,112438.0,Sweden,SE,45-49,H,,,1356237.jonas.ludvigsson,https://utmb.world/runner/1356237.jonas.ludvigsson
265.0,Fredrik TOLF,31:13:59,112439.0,Sweden,SE,45-49,H,,,1356195.fredrik.tolf,https://utmb.world/runner/1356195.fredrik.tolf
266.0,Andreas HANSSON,31:14:06,112446.0,Sweden,SE,40-44,H,,,5066293.andreas.hansson,https://utmb.world/runner/5066293.andreas.hansson
266.0,Christofer SCHYBERG,31:14:06,112446.0,Sweden,SE,35-39,H,,,6488227.christofer.schyberg,https://utmb.world/runner/6488227.christofer.schyberg
268.0,Martin NORDLUND,31:14:43,112483.0,Sweden,SE,45-49,H,,,2211089.martin.nordlund,https://utmb.world/runner/2211089.martin.nordlund
